No,Time,Signal,Current
2080,83.24,1397,36.18
2081,83.28,1395,36.18
2082,83.32,1392,36.18
2083,83.36,1392,36.18
2084,83.4,1393,36.18
2085,83.44,1395,36.18
2086,83.48,1393,36.18
2087,83.52,1388,36.18
2088,83.56,1387,36.18
2089,83.6,1386,36.18
2090,83.64,1382,36.18
2091,83.68,1383,36.18
2092,83.72,1383,36.18
2093,83.76,1384,36.18
2094,83.8,1386,36.18
2095,83.84,1387,36.18
2096,83.88,1386,36.18
2097,83.92,1386,36.18
2098,83.96,1385,36.18
2099,84,1387,36.18
2100,84.04,1384,36.18
2101,84.08,1382,36.18
2102,84.12,1378,36.18
2103,84.16,1375,36.18
2104,84.2,1375,36.18
2105,84.24,1378,36.18
2106,84.28,1378,36.18
2107,84.32,1377,36.18
2108,84.36,1379,36.18
2109,84.4,1380,36.18
2110,84.44,1380,36.18
2111,84.48,1382,36.18
2112,84.52,1384,36.18
2113,84.56,1386,36.18
2114,84.6,1384,36.18
2115,84.64,1383,36.18
2116,84.68,1383,36.17
2117,84.72,1386,36.17
2118,84.76,1387,36.17
2119,84.8,1389,36.15
2120,84.84,1390,36.15
2121,84.88,1390,36.14
2122,84.92,1391,36.13
2123,84.96,1391,36.13
2124,85,1394,36.09
2125,85.04,1395,36.1
2126,85.08,1394,36.1
2127,85.12,1394,36.09
2128,85.16,1394,36.1
2129,85.2,1395,36.06
2130,85.24,1396,36.06
2131,85.28,1395,36.06
2132,85.32,1395,36.04
2133,85.36,1395,36.05
2134,85.4,1395,36.04
2135,85.44,1396,36.04
2136,85.48,1398,36.03
2137,85.52,1399,36.04
2138,85.56,1400,36.03
2139,85.6,1397,36.03
2140,85.64,1395,36.03
2141,85.68,1395,36.03
2142,85.72,1397,36.03
2143,85.76,1400,36.03
2144,85.8,1401,36.03
2145,85.84,1403,36.03
2146,85.88,1403,36.03
2147,85.92,1399,36.03
2148,85.96,1402,36.03
2149,86,1405,36.03
2150,86.04,1406,36.03
2151,86.08,1406,36.03
2152,86.12,1409,36.03
2153,86.16,1408,36.03
2154,86.2,1408,36.03
2155,86.24,1410,36.03
2156,86.28,1413,36.03
2157,86.32,1415,36.03
2158,86.36,1417,36.03
2159,86.4,1420,36.03
2160,86.44,1422,36.03
2161,86.48,1424,36.03
2162,86.52,1427,36.03
2163,86.56,1431,36.03
2164,86.6,1434,36.03
2165,86.64,1436,36.03
2166,86.68,1439,36.03
2167,86.72,1445,36.03
2168,86.76,1450,36.03
2169,86.8,1452,36.03
2170,86.84,1456,36.03
2171,86.88,1459,36.03
2172,86.92,1460,36.03
2173,86.96,1466,36.03
2174,87,1476,36.03
2175,87.04,1484,36.03
2176,87.08,1486,36.03
2177,87.12,1487,36.03
2178,87.16,1489,36.03
2179,87.2,1493,36.03
2180,87.24,1499,36.03
2181,87.28,1506,36.03
2182,87.32,1512,36.03
2183,87.36,1519,36.03
2184,87.4,1526,36.03
2185,87.44,1527,36.03
2186,87.48,1529,36.03
2187,87.52,1535,36.03
2188,87.56,1547,36.03
2189,87.6,1554,36.02
2190,87.64,1557,36.03
2191,87.68,1561,36.02
2192,87.72,1567,36.02
2193,87.76,1575,36
2194,87.8,1584,35.99
2195,87.84,1589,35.98
2196,87.88,1591,35.98
2197,87.92,1591,35.97
2198,87.96,1596,35.96
2199,88,1603,35.95
2200,88.04,1607,35.92
2201,88.08,1606,35.93
2202,88.12,1601,35.9
2203,88.16,1602,35.92
2204,88.2,1607,35.91
2205,88.24,1610,35.89
2206,88.28,1608,35.89
2207,88.32,1605,35.88
2208,88.36,1599,35.88
2209,88.4,1592,35.87
2210,88.44,1585,35.88
2211,88.48,1578,35.87
2212,88.52,1573,35.87
2213,88.56,1574,35.87
2214,88.6,1577,35.87
2215,88.64,1576,35.87
2216,88.68,1569,35.87
2217,88.72,1563,35.87
2218,88.76,1560,35.87
2219,88.8,1555,35.87
2220,88.84,1553,35.87
2221,88.88,1553,35.87
2222,88.92,1555,35.87
2223,88.96,1554,35.87
2224,89,1554,35.87
2225,89.04,1555,35.87
2226,89.08,1555,35.87
2227,89.12,1555,35.87
2228,89.16,1555,35.87
2229,89.2,1557,35.87
2230,89.24,1561,35.87
2231,89.28,1563,35.87
2232,89.32,1568,35.87
2233,89.36,1576,35.87
2234,89.4,1583,35.87
2235,89.44,1584,35.87
2236,89.48,1584,35.87
2237,89.52,1588,35.87
2238,89.56,1595,35.87
2239,89.6,1599,35.87
2240,89.64,1600,35.87
2241,89.68,1605,35.87
2242,89.72,1611,35.87
2243,89.76,1617,35.87
2244,89.8,1621,35.87
2245,89.84,1627,35.87
2246,89.88,1635,35.87
2247,89.92,1640,35.87
2248,89.96,1643,35.87
2249,90,1643,35.87
2250,90.04,1645,35.87
2251,90.08,1652,35.87
2252,90.12,1662,35.87
2253,90.16,1671,35.87
2254,90.2,1679,35.87
2255,90.24,1686,35.87
2256,90.28,1688,35.87
2257,90.32,1691,35.87
2258,90.36,1694,35.87
2259,90.4,1699,35.87
2260,90.44,1705,35.87
2261,90.48,1709,35.87
2262,90.52,1712,35.87
2263,90.56,1715,35.87
2264,90.6,1720,35.87
2265,90.64,1722,35.87
2266,90.68,1726,35.87
2267,90.72,1729,35.87
2268,90.76,1732,35.87
2269,90.8,1736,35.87
2270,90.84,1739,35.87
2271,90.88,1741,35.87
2272,90.92,1743,35.87
2273,90.96,1741,35.87
2274,91,1735,35.87
2275,91.04,1730,35.87
2276,91.08,1728,35.87
2277,91.12,1730,35.87
2278,91.16,1731,35.87
2279,91.2,1729,35.87
2280,91.24,1726,35.87
2281,91.28,1723,35.87
2282,91.32,1720,35.87
2283,91.36,1713,35.87
2284,91.4,1704,35.87
2285,91.44,1699,35.87
2286,91.48,1698,35.87
2287,91.52,1695,35.87
2288,91.56,1690,35.87
2289,91.6,1683,35.87
2290,91.64,1673,35.87
2291,91.68,1663,35.87
2292,91.72,1652,35.87
2293,91.76,1640,35.87
2294,91.8,1628,35.87
2295,91.84,1620,35.87
2296,91.88,1614,35.87
2297,91.92,1608,35.87
2298,91.96,1602,35.87
2299,92,1597,35.87
2300,92.04,1586,35.87
2301,92.08,1575,35.87
2302,92.12,1567,35.87
2303,92.16,1558,35.87
2304,92.2,1550,35.87
2305,92.24,1546,35.87
2306,92.28,1542,35.87
2307,92.32,1539,35.87
2308,92.36,1538,35.87
2309,92.4,1533,35.87
2310,92.44,1530,35.87
2311,92.48,1525,35.87
2312,92.52,1520,35.87
2313,92.56,1520,35.87
2314,92.6,1521,35.87
2315,92.64,1519,35.87
2316,92.68,1515,35.87
2317,92.72,1513,35.87
2318,92.76,1512,35.87
2319,92.8,1509,35.87
2320,92.84,1505,35.87
2321,92.88,1502,35.87
2322,92.92,1501,35.87
2323,92.96,1502,35.88
2324,93,1499,35.87
2325,93.04,1496,35.88
2326,93.08,1493,35.87
2327,93.12,1492,35.88
2328,93.16,1492,35.88
2329,93.2,1495,35.88
2330,93.24,1495,35.87
2331,93.28,1490,35.87
2332,93.32,1487,35.88
2333,93.36,1487,35.88
2334,93.4,1487,35.87
2335,93.44,1488,35.88
2336,93.48,1489,35.87
2337,93.52,1487,35.87
2338,93.56,1485,35.88
2339,93.6,1483,35.88
2340,93.64,1483,35.87
2341,93.68,1482,35.88
2342,93.72,1480,35.87
2343,93.76,1480,35.88
2344,93.8,1481,35.88
2345,93.84,1481,35.88
2346,93.88,1480,35.88
2347,93.92,1479,35.87
2348,93.96,1477,35.88
2349,94,1476,35.88
2350,94.04,1477,35.88
2351,94.08,1480,35.88
2352,94.12,1484,35.88
2353,94.16,1484,35.88
2354,94.2,1485,35.88
2355,94.24,1489,35.89
2356,94.28,1493,35.88
2357,94.32,1490,35.89
2358,94.36,1487,35.88
2359,94.4,1489,35.88
2360,94.44,1490,35.88
2361,94.48,1488,35.88
2362,94.52,1489,35.89
2363,94.56,1491,35.89
2364,94.6,1489,35.89
2365,94.64,1487,35.89
2366,94.68,1485,35.89
2367,94.72,1485,35.89
2368,94.76,1488,35.9
2369,94.8,1491,35.89
2370,94.84,1490,35.9
2371,94.88,1488,35.89
2372,94.92,1487,35.89
2373,94.96,1487,35.89
2374,95,1485,35.9
2375,95.04,1483,35.9
2376,95.08,1481,35.9
2377,95.12,1484,35.91
2378,95.16,1487,35.9
2379,95.2,1491,35.89
2380,95.24,1490,35.89
2381,95.28,1487,35.91
2382,95.32,1485,35.91
2383,95.36,1484,35.9
2384,95.4,1483,35.91
2385,95.44,1484,35.92
2386,95.48,1484,35.91
2387,95.52,1484,35.9
2388,95.56,1485,35.91
2389,95.6,1486,35.92
2390,95.64,1485,35.91
2391,95.68,1487,35.91
2392,95.72,1488,35.92
2393,95.76,1487,35.92
2394,95.8,1485,35.92
2395,95.84,1485,35.92
2396,95.88,1486,35.92
2397,95.92,1484,35.92
2398,95.96,1484,35.92
2399,96,1486,35.92
2400,96.04,1487,35.93
2401,96.08,1487,35.92
2402,96.12,1487,35.93
2403,96.16,1489,35.92
2404,96.2,1493,35.93
2405,96.24,1495,35.93
2406,96.28,1493,35.93
2407,96.32,1492,35.93
2408,96.36,1493,35.93
2409,96.4,1492,35.94
2410,96.44,1493,35.94
2411,96.48,1492,35.93
2412,96.52,1491,35.94
2413,96.56,1493,35.96
2414,96.6,1494,35.94
2415,96.64,1491,35.95
2416,96.68,1491,35.94
2417,96.72,1491,35.96
2418,96.76,1490,35.95
2419,96.8,1485,35.95
2420,96.84,1484,35.97
2421,96.88,1487,35.97
2422,96.92,1491,35.97
2423,96.96,1492,35.97
2424,97,1491,35.96
2425,97.04,1488,35.97
2426,97.08,1484,35.97
2427,97.12,1481,35.97
2428,97.16,1482,35.97
2429,97.2,1484,35.96
2430,97.24,1486,35.97
2431,97.28,1485,35.97
2432,97.32,1484,35.96
2433,97.36,1484,35.97
2434,97.4,1484,35.97
2435,97.44,1484,35.98
2436,97.48,1483,35.99
2437,97.52,1480,35.98
2438,97.56,1480,35.99
2439,97.6,1479,35.98
2440,97.64,1480,35.98
2441,97.68,1479,35.98
2442,97.72,1479,35.98
2443,97.76,1478,35.98
2444,97.8,1477,35.98
2445,97.84,1478,36
2446,97.88,1479,35.99
2447,97.92,1482,36
2448,97.96,1483,35.98
2449,98,1484,36.01
2450,98.04,1484,36
2451,98.08,1483,35.98
2452,98.12,1482,36.01
2453,98.16,1483,36
2454,98.2,1480,35.99
2455,98.24,1478,36
2456,98.28,1479,36
2457,98.32,1481,36.01
2458,98.36,1481,36
2459,98.4,1480,36
2460,98.44,1480,36.01
2461,98.48,1479,35.98
2462,98.52,1478,36
2463,98.56,1479,36.01
2464,98.6,1480,36.02
2465,98.64,1478,36.01
2466,98.68,1475,36.01
2467,98.72,1475,36.03
2468,98.76,1472,36.03
2469,98.8,1471,36.02
2470,98.84,1472,36.03
2471,98.88,1475,36.02
2472,98.92,1477,36.03
2473,98.96,1478,36.02
2474,99,1478,36.02
2475,99.04,1475,36.03
2476,99.08,1471,36.02
2477,99.12,1472,36.02
2478,99.16,1474,36.02
2479,99.2,1477,36.02
2480,99.24,1478,36.03
2481,99.28,1477,36.02
2482,99.32,1473,36.03
2483,99.36,1475,36.03
2484,99.4,1477,36.03
2485,99.44,1479,36.02
2486,99.48,1476,36.02
2487,99.52,1474,36.03
2488,99.56,1478,36.02
2489,99.6,1482,36.02
2490,99.64,1482,36.03
2491,99.68,1480,36.03
2492,99.72,1479,36.02
2493,99.76,1477,36.03
2494,99.8,1477,36.02
2495,99.84,1479,36.03
2496,99.88,1481,36.02
2497,99.92,1485,36.02
2498,99.96,1489,36.03
2499,100,1490,36.03
2500,100.04,1487,36.03
2501,100.08,1487,36.03
2502,100.12,1485,36.03
2503,100.16,1486,36.03
2504,100.2,1485,36.03
2505,100.24,1484,36.03
2506,100.28,1485,36.03
2507,100.32,1483,36.03
2508,100.36,1480,36.03
2509,100.4,1478,36.03
2510,100.44,1479,36.03
2511,100.48,1481,36.03
2512,100.52,1484,36.03
2513,100.56,1483,36.03
2514,100.6,1478,36.03
2515,100.64,1475,36.03
2516,100.68,1473,36.03
2517,100.72,1472,36.03
2518,100.76,1471,36.03
2519,100.8,1471,36.03
2520,100.84,1475,36.03
2521,100.88,1477,36.03
2522,100.92,1474,36.03
2523,100.96,1471,36.03
2524,101,1470,36.03
2525,101.04,1467,36.03
2526,101.08,1467,36.03
2527,101.12,1469,36.03
2528,101.16,1471,36.03
2529,101.2,1471,36.03
2530,101.24,1471,36.03
2531,101.28,1471,36.03
2532,101.32,1474,36.03
2533,101.36,1475,36.03
2534,101.4,1475,36.03
2535,101.44,1473,36.03
2536,101.48,1470,36.03
2537,101.52,1473,36.03
2538,101.56,1475,36.03
2539,101.6,1469,36.03
2540,101.64,1464,36.03
2541,101.68,1467,36.03
2542,101.72,1470,36.03
2543,101.76,1472,36.03
2544,101.8,1473,36.03
2545,101.84,1473,36.03
2546,101.88,1470,36.03
2547,101.92,1469,36.03
2548,101.96,1472,36.03
2549,102,1471,36.03
2550,102.04,1469,36.03
2551,102.08,1470,36.03
2552,102.12,1474,36.03
2553,102.16,1476,36.03
2554,102.2,1478,36.03
2555,102.24,1480,36.03
2556,102.28,1480,36.03
2557,102.32,1481,36.03
2558,102.36,1481,36.03
2559,102.4,1482,36.03
2560,102.44,1482,36.03
2561,102.48,1481,36.03
2562,102.52,1481,36.03
2563,102.56,1480,36.03
2564,102.6,1478,36.03
2565,102.64,1476,36.03
2566,102.68,1473,36.03
2567,102.72,1472,36.03
2568,102.76,1475,36.03
2569,102.8,1476,36.03
2570,102.84,1478,36.03
2571,102.88,1482,36.03
2572,102.92,1483,36.03
2573,102.96,1483,36.03
2574,103,1480,36.03
2575,103.04,1479,36.03
2576,103.08,1478,36.03
2577,103.12,1475,36.03
2578,103.16,1472,36.03
2579,103.2,1472,36.03
2580,103.24,1474,36.03
2581,103.28,1478,36.03
2582,103.32,1480,36.03
2583,103.36,1480,36.03
2584,103.4,1479,36.03
2585,103.44,1478,36.03
2586,103.48,1477,36.03
2587,103.52,1477,36.03
2588,103.56,1479,36.03
2589,103.6,1482,36.03
2590,103.64,1482,36.03
2591,103.68,1481,36.03
2592,103.72,1480,36.03
2593,103.76,1481,36.03
2594,103.8,1481,36.03
2595,103.84,1479,36.03
2596,103.88,1476,36.03
2597,103.92,1479,36.03
2598,103.96,1483,36.03
2599,104,1483,36.03
2600,104.04,1479,36.03
2601,104.08,1477,36.03
2602,104.12,1479,36.03
2603,104.16,1477,36.03
2604,104.2,1476,36.03
2605,104.24,1479,36.03
2606,104.28,1483,36.03
2607,104.32,1484,36.03
2608,104.36,1484,36.03
2609,104.4,1483,36.03
2610,104.44,1481,36.03
2611,104.48,1486,36.03
2612,104.52,1491,36.03
2613,104.56,1492,36.03
2614,104.6,1493,36.03
2615,104.64,1488,36.03
2616,104.68,1483,36.03
2617,104.72,1482,36.03
2618,104.76,1483,36.03
2619,104.8,1484,36.03
2620,104.84,1486,36.03
2621,104.88,1488,36.03
2622,104.92,1491,36.03
2623,104.96,1491,36.03
2624,105,1488,36.03
2625,105.04,1487,36.03
2626,105.08,1490,36.03
2627,105.12,1491,36.03
2628,105.16,1487,36.03
2629,105.2,1486,36.03
2630,105.24,1489,36.03
2631,105.28,1493,36.03
2632,105.32,1496,36.03
2633,105.36,1498,36.03
2634,105.4,1499,36.03
2635,105.44,1499,36.03
2636,105.48,1498,36.03
2637,105.52,1497,36.03
2638,105.56,1500,36.03
2639,105.6,1500,36.03
2640,105.64,1498,36.03
2641,105.68,1498,36.03
2642,105.72,1499,36.03
2643,105.76,1500,36.03
2644,105.8,1500,36.03
2645,105.84,1501,36.03
2646,105.88,1503,36.03
2647,105.92,1501,36.03
2648,105.96,1498,36.03
2649,106,1498,36.03
2650,106.04,1499,36.03
2651,106.08,1499,36.03
2652,106.12,1498,36.03
2653,106.16,1498,36.03
2654,106.2,1501,36.03
2655,106.24,1503,36.03
2656,106.28,1504,36.03
2657,106.32,1504,36.03
2658,106.36,1507,36.03
2659,106.4,1510,36.03
2660,106.44,1508,36.03
2661,106.48,1507,36.03
2662,106.52,1508,36.03
2663,106.56,1511,36.03
2664,106.6,1514,36.03
2665,106.64,1514,36.03
2666,106.68,1512,36.03
2667,106.72,1510,36.03
2668,106.76,1509,36.03
2669,106.8,1512,36.03
2670,106.84,1513,36.03
2671,106.88,1513,36.03
2672,106.92,1515,36.03
2673,106.96,1515,36.03
2674,107,1517,36.03
2675,107.04,1517,36.03
2676,107.08,1515,36.03
2677,107.12,1516,36.03
2678,107.16,1517,36.03
2679,107.2,1518,36.03
2680,107.24,1519,36.03
2681,107.28,1521,36.03
2682,107.32,1519,36.03
2683,107.36,1520,36.03
2684,107.4,1526,36.03
2685,107.44,1529,36.03
2686,107.48,1529,36.03
2687,107.52,1529,36.03
2688,107.56,1533,36.03
2689,107.6,1532,36.03
2690,107.64,1528,36.03
2691,107.68,1528,36.03
2692,107.72,1528,36.03
2693,107.76,1529,36.03
2694,107.8,1528,36.03
2695,107.84,1525,36.03
2696,107.88,1523,36.03
2697,107.92,1524,36.03
2698,107.96,1527,36.03
2699,108,1528,36.03
2700,108.04,1528,36.03
2701,108.08,1528,36.03
2702,108.12,1529,36.03
2703,108.16,1530,36.03
2704,108.2,1528,36.03
2705,108.24,1528,36.03
2706,108.28,1534,36.03
2707,108.32,1536,36.03
2708,108.36,1533,36.03
2709,108.4,1535,36.03
2710,108.44,1535,36.03
2711,108.48,1533,36.03
2712,108.52,1529,36.03
2713,108.56,1530,36.03
2714,108.6,1532,36.03
2715,108.64,1532,36.03
2716,108.68,1534,36.03
2717,108.72,1536,36.03
2718,108.76,1537,36.03
2719,108.8,1536,36.03
2720,108.84,1535,36.03
2721,108.88,1537,36.03
2722,108.92,1539,36.03
2723,108.96,1539,36.03
2724,109,1539,36.03
2725,109.04,1541,36.03
2726,109.08,1543,36.03
2727,109.12,1541,36.03
2728,109.16,1539,36.03
2729,109.2,1538,36.03
2730,109.24,1539,36.03
2731,109.28,1539,36.03
2732,109.32,1539,36.03
2733,109.36,1538,36.03
2734,109.4,1536,36.03
2735,109.44,1536,36.03
2736,109.48,1537,36.03
2737,109.52,1538,36.03
2738,109.56,1543,36.03
2739,109.6,1545,36.03
2740,109.64,1545,36.03
2741,109.68,1545,36.03
2742,109.72,1544,36.03
2743,109.76,1543,36.03
2744,109.8,1541,36.03
2745,109.84,1540,36.03
2746,109.88,1542,36.03
2747,109.92,1543,36.03
2748,109.96,1540,36.03
2749,110,1540,36.03
2750,110.04,1540,36.03
2751,110.08,1540,36.03
2752,110.12,1541,36.03
2753,110.16,1539,36.03
2754,110.2,1537,36.03
2755,110.24,1537,36.03
2756,110.28,1542,36.03
2757,110.32,1546,36.03
2758,110.36,1547,36.03
2759,110.4,1546,36.03
2760,110.44,1546,36.03
2761,110.48,1545,36.03
2762,110.52,1544,36.03
2763,110.56,1544,36.03
2764,110.6,1546,36.03
2765,110.64,1546,36.03
2766,110.68,1546,36.03
2767,110.72,1541,36.03
2768,110.76,1539,36.03
2769,110.8,1540,36.03
2770,110.84,1543,36.03
2771,110.88,1542,36.03
2772,110.92,1539,36.03
2773,110.96,1540,36.03
2774,111,1543,36.03
2775,111.04,1546,36.03
2776,111.08,1547,36.03
2777,111.12,1546,36.03
2778,111.16,1548,36.03
2779,111.2,1550,36.03
2780,111.24,1551,36.03
2781,111.28,1551,36.03
2782,111.32,1550,36.03
2783,111.36,1550,36.03
2784,111.4,1549,36.03
2785,111.44,1550,36.03
2786,111.48,1553,36.04
2787,111.52,1557,36.04
2788,111.56,1561,36.03
2789,111.6,1562,36.03
2790,111.64,1563,36.03
2791,111.68,1564,36.03
2792,111.72,1567,36.03
2793,111.76,1568,36.04
2794,111.8,1565,36.04
2795,111.84,1562,36.03
2796,111.88,1563,36.03
2797,111.92,1566,36.03
2798,111.96,1569,36.04
2799,112,1570,36.04
2800,112.04,1572,36.03
2801,112.08,1572,36.03
2802,112.12,1571,36.04
2803,112.16,1571,36.03
2804,112.2,1573,36.04
2805,112.24,1573,36.04
2806,112.28,1575,36.04
2807,112.32,1579,36.05
2808,112.36,1580,36.05
2809,112.4,1580,36.04
2810,112.44,1579,36.05
2811,112.48,1576,36.04
2812,112.52,1575,36.04
2813,112.56,1578,36.04
2814,112.6,1583,36.04
2815,112.64,1586,36.05
2816,112.68,1585,36.04
2817,112.72,1582,36.05
2818,112.76,1581,36.05
2819,112.8,1580,36.05
2820,112.84,1580,36.06
2821,112.88,1579,36.05
2822,112.92,1579,36.05
2823,112.96,1579,36.06
2824,113,1578,36.06
2825,113.04,1578,36.05
2826,113.08,1581,36.06
2827,113.12,1584,36.07
2828,113.16,1583,36.06
2829,113.2,1579,36.06
2830,113.24,1578,36.06
2831,113.28,1579,36.07
2832,113.32,1584,36.06
2833,113.36,1587,36.06
2834,113.4,1589,36.06
2835,113.44,1589,36.06
2836,113.48,1585,36.07
2837,113.52,1583,36.08
2838,113.56,1585,36.06
2839,113.6,1584,36.08
2840,113.64,1581,36.07
2841,113.68,1582,36.07
2842,113.72,1585,36.07
2843,113.76,1586,36.07
2844,113.8,1583,36.07
2845,113.84,1582,36.07
2846,113.88,1584,36.06
2847,113.92,1585,36.08
2848,113.96,1582,36.08
2849,114,1583,36.07
2850,114.04,1587,36.07
2851,114.08,1588,36.09
2852,114.12,1583,36.07
2853,114.16,1578,36.08
2854,114.2,1575,36.08
2855,114.24,1576,36.08
2856,114.28,1576,36.08
2857,114.32,1579,36.09
2858,114.36,1581,36.08
2859,114.4,1578,36.09
2860,114.44,1574,36.09
2861,114.48,1573,36.08
2862,114.52,1574,36.1
2863,114.56,1577,36.09
2864,114.6,1578,36.1
2865,114.64,1576,36.09
2866,114.68,1576,36.12
2867,114.72,1574,36.1
2868,114.76,1571,36.12
2869,114.8,1572,36.11
2870,114.84,1573,36.12
2871,114.88,1572,36.1
2872,114.92,1568,36.12
2873,114.96,1565,36.12
2874,115,1569,36.11
2875,115.04,1573,36.12
2876,115.08,1574,36.13
2877,115.12,1575,36.13
2878,115.16,1575,36.14
2879,115.2,1575,36.13
2880,115.24,1572,36.13
2881,115.28,1571,36.13
2882,115.32,1572,36.14
2883,115.36,1572,36.13
2884,115.4,1570,36.13
2885,115.44,1568,36.14
2886,115.48,1567,36.14
2887,115.52,1570,36.15
2888,115.56,1576,36.13
2889,115.6,1580,36.14
2890,115.64,1577,36.14
2891,115.68,1573,36.14
2892,115.72,1570,36.14
2893,115.76,1569,36.15
2894,115.8,1570,36.14
2895,115.84,1570,36.15
2896,115.88,1572,36.15
2897,115.92,1574,36.16
2898,115.96,1576,36.15
2899,116,1576,36.15
2900,116.04,1576,36.14
2901,116.08,1578,36.14
2902,116.12,1580,36.16
2903,116.16,1577,36.16
2904,116.2,1576,36.15
2905,116.24,1578,36.15
2906,116.28,1580,36.16
2907,116.32,1580,36.16
2908,116.36,1581,36.16
2909,116.4,1581,36.16
2910,116.44,1580,36.16
2911,116.48,1582,36.17
2912,116.52,1589,36.16
2913,116.56,1593,36.16
2914,116.6,1594,36.16
2915,116.64,1592,36.16
2916,116.68,1591,36.17
2917,116.72,1588,36.17
2918,116.76,1589,36.17
2919,116.8,1592,36.17
2920,116.84,1592,36.18
2921,116.88,1593,36.17
2922,116.92,1592,36.18
2923,116.96,1590,36.18
2924,117,1592,36.18
2925,117.04,1597,36.17
2926,117.08,1599,36.18
2927,117.12,1598,36.17
2928,117.16,1595,36.18
2929,117.2,1595,36.18
2930,117.24,1600,36.18
2931,117.28,1607,36.18
2932,117.32,1607,36.18
2933,117.36,1603,36.18
2934,117.4,1600,36.18
2935,117.44,1599,36.18
2936,117.48,1598,36.18
2937,117.52,1599,36.18
2938,117.56,1603,36.18
2939,117.6,1605,36.18
2940,117.64,1603,36.17
2941,117.68,1603,36.18
2942,117.72,1602,36.18
2943,117.76,1596,36.18
2944,117.8,1592,36.18
2945,117.84,1593,36.18
2946,117.88,1597,36.18
2947,117.92,1600,36.18
2948,117.96,1597,36.18
2949,118,1595,36.18
2950,118.04,1597,36.18
2951,118.08,1600,36.18
2952,118.12,1604,36.18
2953,118.16,1605,36.18
2954,118.2,1613,36.18
2955,118.24,1621,36.18
2956,118.28,1629,36.18
2957,118.32,1631,36.18
2958,118.36,1632,36.18
2959,118.4,1640,36.18
2960,118.44,1653,36.18
2961,118.48,1665,36.18
2962,118.52,1674,36.18
2963,118.56,1686,36.18
2964,118.6,1698,36.18
2965,118.64,1711,36.18
2966,118.68,1727,36.18
2967,118.72,1749,36.18
2968,118.76,1772,36.18
2969,118.8,1794,36.18
2970,118.84,1820,36.18
2971,118.88,1844,36.18
2972,118.92,1869,36.18
2973,118.96,1893,36.18
2974,119,1921,36.18
2975,119.04,1950,36.18
2976,119.08,1977,36.18
2977,119.12,2004,36.18
2978,119.16,2033,36.18
2979,119.2,2060,36.18
2980,119.24,2086,36.18
2981,119.28,2107,36.18
2982,119.32,2127,36.18
2983,119.36,2144,36.18
2984,119.4,2158,36.18
2985,119.44,2171,36.18
2986,119.48,2188,36.18
2987,119.52,2200,36.18
2988,119.56,2208,36.18
2989,119.6,2212,36.18
2990,119.64,2210,36.18
2991,119.68,2202,36.18
2992,119.72,2193,36.18
2993,119.76,2183,36.18
2994,119.8,2170,36.18
2995,119.84,2154,36.18
2996,119.88,2134,36.18
2997,119.92,2111,36.18
2998,119.96,2089,36.18
2999,120,2064,36.18
3000,120.04,2034,36.18
3001,120.08,2003,36.18
3002,120.12,1974,36.18
3003,120.16,1946,36.18
3004,120.2,1921,36.18
3005,120.24,1890,36.18
3006,120.28,1855,36.18
3007,120.32,1827,36.18
3008,120.36,1801,36.18
3009,120.4,1779,36.18
3010,120.44,1760,36.18
3011,120.48,1744,36.18
3012,120.52,1726,36.18
3013,120.56,1711,36.18
3014,120.6,1699,36.18
3015,120.64,1689,36.18
3016,120.68,1682,36.18
3017,120.72,1677,36.18
3018,120.76,1674,36.18
3019,120.8,1673,36.18
3020,120.84,1669,36.18
3021,120.88,1664,36.18
3022,120.92,1660,36.18
3023,120.96,1658,36.18
3024,121,1657,36.18
3025,121.04,1656,36.18
3026,121.08,1656,36.18
3027,121.12,1660,36.18
3028,121.16,1667,36.18
3029,121.2,1668,36.18
3030,121.24,1668,36.18
3031,121.28,1671,36.18
3032,121.32,1673,36.18
3033,121.36,1674,36.18
3034,121.4,1679,36.18
3035,121.44,1683,36.18
3036,121.48,1687,36.18
3037,121.52,1690,36.18
3038,121.56,1690,36.18
3039,121.6,1691,36.18
3040,121.64,1692,36.18
3041,121.68,1696,36.18
3042,121.72,1702,36.18
3043,121.76,1704,36.18
3044,121.8,1704,36.18
3045,121.84,1706,36.18
3046,121.88,1710,36.18
3047,121.92,1711,36.18
3048,121.96,1711,36.18
3049,122,1710,36.18
3050,122.04,1707,36.18
3051,122.08,1706,36.18
3052,122.12,1706,36.18
3053,122.16,1703,36.18
3054,122.2,1705,36.18
3055,122.24,1710,36.18
3056,122.28,1713,36.18
3057,122.32,1710,36.18
3058,122.36,1706,36.18
3059,122.4,1703,36.18
3060,122.44,1701,36.18
3061,122.48,1701,36.18
3062,122.52,1700,36.18
3063,122.56,1699,36.18
3064,122.6,1698,36.18
3065,122.64,1694,36.18
3066,122.68,1689,36.18
3067,122.72,1689,36.18
3068,122.76,1691,36.18
3069,122.8,1690,36.18
3070,122.84,1684,36.18
3071,122.88,1681,36.18
3072,122.92,1685,36.18
3073,122.96,1689,36.18
3074,123,1692,36.18
3075,123.04,1692,36.18
3076,123.08,1692,36.18
3077,123.12,1692,36.18
3078,123.16,1696,36.18
3079,123.2,1697,36.18
3080,123.24,1696,36.18
3081,123.28,1696,36.18
3082,123.32,1695,36.18
3083,123.36,1695,36.18
3084,123.4,1699,36.18
3085,123.44,1703,36.18
